timeframe,player_id,x,y
0,1,10.9736680955297,7.720726361928616
0,2,4.35517452541335,-3.5504070131496555
0,3,3.454990814451929,-4.733876017532874
1,1,10.922229026331905,7.608015028177833
1,4,1.6374770361298225,-4.6399499060738885
1,5,4.35517452541335,-3.4189104571070756
2,1,10.887936313533375,7.448340638697557
3,1,10.90508266993264,7.420162805259862
4,1,10.913655848132272,7.420162805259862
5,1,10.913655848132272,7.326236693800876
6,1,10.90508266993264,7.326236693800876
7,1,10.922229026331905,7.2135253600500935
8,1,10.922229026331905,7.2135253600500935
8,2,4.42375995101041,-3.278021289918597
9,1,10.922229026331905,7.2135253600500935
9,3,1.6803429271279855,-4.49906073888541
9,4,4.415186772810778,-3.278021289918597
10,1,10.947948560930802,7.345021916092674
10,5,4.415186772810778,-3.2216656230432057
11,1,10.853643600734845,7.175954915466499
12,1,10.845070422535212,6.969317470256731
13,1,10.827924066135946,6.950532247964934
14,1,10.802204531537049,6.8659987476518465
15,1,10.827924066135946,6.7438948027551655
16,1,10.827924066135946,6.574827802128992
16,2,1.6374770361298225,-4.649342517219787
17,1,10.853643600734845,6.527864746399499
18,1,10.879363135333742,6.58422041327489
18,3,13.056950398040417,-6.499686912961803
19,1,11.007960808328232,6.433938634940513
19,4,1.646050214329455,-4.621164683782091
19,5,13.039804041641151,-6.3963681903569185
20,1,11.050826699326393,6.4715090795241075
21,1,11.093692590324556,6.45272385723231
22,1,11.110838946723822,6.405760801502818
23,1,11.110838946723822,6.415153412648716
24,1,11.20514390691978,6.255479023168441
24,2,1.6031843233312921,-4.668127739511584
25,1,11.196570728720147,6.105197244834064
26,1,11.222290263319046,6.095804633688165
26,3,1.586037966932027,-4.705698184095178
27,1,11.30802204531537,5.973700688791483
27,4,15.140232700551135,7.110206637445209
27,5,1.568891610532762,-4.7150907952410765
28,1,11.393753827311697,5.767063243581715
28,4,15.045927740355175,6.556042579837194
29,1,11.393753827311697,5.767063243581715
29,4,15.080220453153705,6.565435190983093
30,1,11.376607470912433,5.682529743268629
30,4,15.037354562155542,6.950532247964934
31,1,11.462339252908757,5.720100187852222
31,4,14.994488671157379,7.0914214151534125
32,1,11.522351500306186,5.701314965560425
32,2,1.5774647887323945,-4.705698184095178
32,4,14.977342314758115,6.884783969943644
33,1,11.565217391304348,5.597996242955541
33,4,14.908756889161054,7.100814026299311
34,1,11.590936925903247,5.73888541014402
34,3,13.022657685241887,-6.603005635566687
34,4,14.900183710961421,6.433938634940513
35,1,11.762400489895898,5.6543519098309325
35,4,14.857317819963258,6.706324358171571
35,5,1.6203306797305574,-4.6399499060738885
36,1,11.753827311696265,5.626174076393237
36,4,14.788732394366198,6.574827802128992
37,1,11.822412737293325,5.241077019411396
37,4,14.797305572565831,6.358797745773325
38,1,11.839559093692591,5.128365685660613
38,4,14.69442743417024,6.856606136505948
39,1,11.899571341090018,5.100187852222918
39,4,14.642988364972444,7.204132748904195
40,1,11.925290875688917,5.156543519098309
40,2,13.039804041641151,-6.5936130244207884
40,4,14.608695652173914,7.457733249843456
41,1,12.00244947948561,5.072010018785222
41,4,14.600122473974281,7.345021916092674
42,1,12.062461726883038,5.053224796493425
42,3,15.380281690140846,-6.490294301815904
42,4,14.514390691977956,7.514088916718848
43,1,12.122473974280465,5.025046963055729
43,4,14.522963870177588,7.542266750156543
43,5,15.448867115737906,-6.537257357545397
44,1,12.182486221677895,5.0344395742016275
44,4,14.49724433557869,7.551659361302441
45,1,12.259644825474588,5.043832185347526
45,4,14.454378444580527,7.532874139010644
46,1,12.26821800367422,5.090795241077019
46,4,14.454378444580527,7.5610519724483405
47,1,12.439681567666872,4.978083907326236
47,4,14.402939375382733,7.448340638697557
48,1,12.576852418860993,4.855979962429555
48,2,15.354562155541949,-6.6217908578584845
48,4,14.3686466625842,7.748904195366311
49,1,12.688303735456216,4.780839073262366
49,4,14.317207593386406,7.871008140262993
50,1,12.76546233925291,4.705698184095178
50,3,15.380281690140846,-6.527864746399499
50,4,14.248622167789346,7.795867251095804
51,1,12.876913655848133,4.63055729492799
51,4,14.248622167789346,7.814652473387602
51,5,4.346601347213717,-3.475266123982467
52,1,12.945499081445194,4.574201628052599
52,4,14.19718309859155,8.002504696305573
53,1,13.039804041641151,4.6399499060738885
53,4,14.19718309859155,7.861615529117094
54,1,13.151255358236375,4.611772072636192
54,4,14.120024494794857,8.049467752035065
55,1,13.228413962033068,4.574201628052599
55,4,14.12859767299449,8.002504696305573
56,1,13.305572565829761,4.4427050720100185
56,2,15.388854868340479,-6.368190356919223
56,4,14.09430496019596,8.068252974326862
57,1,13.151255358236375,4.405134627426424
57,4,14.042865890998163,8.058860363180964
58,1,13.29699938763013,4.254852849092047
58,3,15.440293937538273,-6.311834690043832
58,4,14.008573178199633,7.88979336255479
59,1,13.459889773423148,4.067000626174076
59,4,14.008573178199633,7.927363807138384
59,5,15.371708511941213,-6.330619912335629
60,1,13.519902020820576,4.123356293049468
60,4,13.96570728720147,7.88979336255479
61,1,13.759951010410289,3.8697557921102064
61,4,14.12859767299449,7.842830306825297
62,1,13.879975505205145,3.944896681277395
62,4,14.111451316595224,7.861615529117094
63,1,13.93141457440294,0.9956167814652472
63,4,13.957134109001839,7.777082028804007
64,2,12.99693815064299,-6.480901690670006
64,4,14.111451316595224,8.002504696305573
65,4,14.257195345988977,8.096430807764557
66,3,13.005511328842621,-6.659361302442078
66,4,14.30006123698714,8.180964308077645
67,4,14.32578077158604,8.171571696931746
68,1,14.582976117575017,3.5034439574201626
68,4,13.948560930802206,8.124608641202254
68,5,15.397428046540112,-6.4715090795241075
69,1,14.677281077770974,3.728866624921728
69,4,13.93141457440294,8.21853475266124
70,1,14.771586037966934,3.813400125234815
70,4,13.982853643600736,8.115216030056356
71,1,14.874464176362524,3.813400125234815
71,4,14.042865890998163,8.180964308077645
72,1,14.951622780159218,3.8040075140889167
72,2,15.388854868340479,-6.556042579837194
72,4,14.025719534598899,8.162179085785848
73,1,15.054500918554808,3.860363180964308
73,4,14.042865890998163,8.002504696305573
74,1,15.105939987752603,3.6067626800250467
74,3,8.453153704837723,10.04070131496556
74,4,14.06001224739743,8.068252974326862
75,1,15.003061849357012,3.7194740137758293
75,3,8.598897734231477,10.031308703819661
75,4,14.120024494794857,7.946149029430181
76,1,15.26025719534599,3.4564809016906697
76,4,14.188609920391917,7.871008140262993
76,5,9.164727495407227,7.805259862241702
77,1,15.32884262094305,3.3155917345021915
77,4,14.205756276791183,7.974326862867877
78,1,15.586037966932027,3.2686286787726986
78,4,14.26576852418861,7.964934251721978
79,1,15.646050214329456,3.2216656230432057
79,4,14.26576852418861,7.842830306825297
80,1,15.65462339252909,3.3155917345021915
80,2,15.268830373545622,-6.58422041327489
80,4,14.342927127985304,7.4859110832811515
81,1,15.731781996325783,3.2592360676268
81,4,14.385793018983467,7.373199749530369
82,1,15.843233312921004,3.1183469004383215
82,4,14.437232088181263,7.2135253600500935
83,1,16.11757501530925,3.240450845335003
83,3,22.084507042253524,4.339386349405134
83,4,14.46295162278016,7.260488415779586
84,1,16.16044090630741,2.817783343769568
84,3,20.327005511328842,11.34627426424546
84,4,14.488671157379057,7.448340638697557
84,5,22.187385180649112,4.245460237946149
85,1,16.211879975505205,3.240450845335003
85,3,20.344151867728108,11.515341264871633
85,4,14.574402939375384,7.288666249217282
85,5,22.230251071647277,4.358171571696931
86,1,16.280465401102266,3.2310582341891045
86,3,21.458665033680344,8.07764558547276
86,4,14.642988364972444,6.734502191609267
86,5,22.21310471524801,4.480275516593613
87,1,16.340477648499697,3.1653099561678144
87,3,20.772810777709736,10.219160926737633
87,4,14.668707899571341,7.3638071383844705
87,5,22.30740967544397,4.245460237946149
88,1,16.409063074096757,2.8835316217908575
88,2,8.77893447642376,-0.3287413901064496
88,3,20.867115737905696,11.487163431433938
88,4,14.788732394366198,7.3638071383844705
88,5,22.44458052663809,4.029430181590482
89,1,16.717697489283527,2.902316844082655
89,3,20.489895897121862,13.10269254852849
89,4,14.874464176362524,5.748278021289918
89,5,22.538885486834047,3.944896681277395
90,1,16.717697489283527,3.024420788979336
90,3,20.58420085731782,13.177833437695678
90,4,14.960195958358849,5.917345021916092
90,5,22.513165952235152,4.217282404508453
91,1,16.709124311083897,3.1371321227301188
91,3,20.721371708511942,13.0463368816531
91,4,14.960195958358849,6.9411396368190355
91,5,21.192896509491735,8.969943644333124
92,1,16.760563380281692,3.2122730118973073
